Measurement: [ time: 2014:01:14:13:04:23, altitude: 172418.87104003766, pressure: 62.2825627262058, temperature: -35.52890398849848 ]
Measurement: [ time: 2014:01:14:13:04:23, altitude: 176627.07096513227, pressure: 3897.119974426948, temperature: -34.90013769572561 ]
Measurement: [ time: 2014:01:14:13:04:23, altitude: 179336.1162278008, pressure: 62.95371856811893, temperature: -34.09244445875607 ]
Measurement: [ time: 2014:01:14:13:04:23, altitude: 180270.86617553927, pressure: 63.624874410032064, temperature: -33.69673364754679 ]
Measurement: [ time: 2014:01:14:13:04:24, altitude: 182178.80295578227, pressure: 64.36525011067506, temperature: -32.54990448635044 ]
Measurement: [ time: 2014:01:14:13:04:24, altitude: 183664.07766311977, pressure: 64.40056394000581, temperature: -30.76843318472707 ]
Measurement: [ time: 2014:01:14:13:04:24, altitude: 184045.5533495272, pressure: 64.4040136549806, temperature: -29.12995548327653 ]
Measurement: [ time: 2014:01:14:13:04:24, altitude: 199544.289107995, pressure: 64.6012247068517, temperature: -29.017929180982176 ]
Measurement: [ time: 2014:01:14:13:04:25, altitude: 200522.52108508156, pressure: 65.36848964682096, temperature: -27.277630471193405 ]
Measurement: [ time: 2014:01:14:13:04:25, altitude: 208290.96511308724, pressure: 66.13575458679021, temperature: -25.305842787607155 ]
Measurement: [ time: 2014:01:14:13:04:25, altitude: 208673.35782392632, pressure: 66.69060651400827, temperature: -24.569178874106115 ]
Measurement: [ time: 2014:01:14:13:04:25, altitude: 209086.46530238923, pressure: 66.86699775656169, temperature: -22.2572752962553 ]
Measurement: [ time: 2014:01:14:13:04:26, altitude: 217495.8208215721, pressure: 67.87369651085396, temperature: -21.514335556035398 ]
Measurement: [ time: 2014:01:14:13:04:26, altitude: 219074.39942839133, pressure: 68.33342144880294, temperature: -19.531519532265204 ]
Measurement: [ time: 2014:01:14:13:04:26, altitude: 219265.66455472872, pressure: 68.74115648690449, temperature: -16.672983585811366 ]
Measurement: [ time: 2014:01:14:13:04:26, altitude: 219643.73077105783, pressure: 69.48881935829543, temperature: -16.376780121213937 ]
Measurement: [ time: 2014:01:14:13:04:27, altitude: 221447.83130552532, pressure: 69.66594546718885, temperature: -12.7376438144012 ]
Measurement: [ time: 2014:01:14:13:04:27, altitude: 221543.05188938288, pressure: 69.73458188403781, temperature: -11.806748252655291 ]
Measurement: [ time: 2014:01:14:13:04:27, altitude: 221796.3165799139, pressure: 70.35280215341277, temperature: -10.47951016865628 ]
Measurement: [ time: 2014:01:14:13:04:27, altitude: 231932.39422777767, pressure: 70.88405892590632, temperature: -10.206108429399924 ]
Measurement: [ time: 2014:01:14:13:04:28, altitude: 234870.844196038, pressure: 71.13435317036564, temperature: -9.502717332792704 ]
Measurement: [ time: 2014:01:14:13:04:28, altitude: 238135.32688723708, pressure: 71.2355580242574, temperature: -9.274079007327238 ]
Measurement: [ time: 2014:01:14:13:04:28, altitude: 238992.77398578933, pressure: 71.75847202323226, temperature: -7.090335999795162 ]
Measurement: [ time: 2014:01:14:13:04:28, altitude: 242853.86251890467, pressure: 72.28138602220713, temperature: -6.387781526831004 ]
Measurement: [ time: 2014:01:14:13:04:29, altitude: 247242.0136079756, pressure: 72.36851040115178, temperature: -3.379311249488208 ]
Measurement: [ time: 2014:01:14:13:04:29, altitude: 247366.38725969006, pressure: 72.43833926175225, temperature: -3.3282814474069036 ]
Measurement: [ time: 2014:01:14:13:04:29, altitude: 252468.1287209045, pressure: 72.8731541655403, temperature: -2.597141484232092 ]
Measurement: [ time: 2014:01:14:13:04:29, altitude: 257322.97779534926, pressure: 73.05554049632401, temperature: -0.05909447098188833 ]
Measurement: [ time: 2014:01:14:13:04:30, altitude: 258834.8473239239, pressure: 73.23792682710773, temperature: 0.3212407386386297 ]
Measurement: [ time: 2014:01:14:13:04:30, altitude: 258941.7992010802, pressure: 73.466084585756, temperature: 1.2316429039647403 ]
Measurement: [ time: 2014:01:14:13:04:30, altitude: 259499.21958561818, pressure: 73.52273791483621, temperature: 4.361494082316655 ]
Measurement: [ time: 2014:01:14:13:04:30, altitude: 261906.59815141564, pressure: 73.72860901423527, temperature: 4.495559411394944 ]
Measurement: [ time: 2014:01:14:13:04:31, altitude: 262088.4150364243, pressure: 74.02908538546527, temperature: 6.339118645823921 ]
Measurement: [ time: 2014:01:14:13:04:31, altitude: 264462.0618479859, pressure: 74.04546192688377, temperature: 8.558496048733714 ]
Measurement: [ time: 2014:01:14:13:04:31, altitude: 264804.88892273867, pressure: 74.35348950716292, temperature: 9.379051606728787 ]
Measurement: [ time: 2014:01:14:13:04:31, altitude: 268223.09026409057, pressure: 75.00561889998258, temperature: 9.562442410362467 ]
Measurement: [ time: 2014:01:14:13:04:32, altitude: 270983.5755469106, pressure: 75.16139586528635, temperature: 10.749327879391362 ]
Measurement: [ time: 2014:01:14:13:04:32, altitude: 271106.73090153397, pressure: 75.31717283059014, temperature: 12.016287195335517 ]
Measurement: [ time: 2014:01:14:13:04:32, altitude: 277418.02474023605, pressure: 75.45234356032937, temperature: 12.601638953973044 ]
Measurement: [ time: 2014:01:14:13:04:32, altitude: 278293.4133851644, pressure: 75.45244366894966, temperature: 13.664838534926155 ]
Measurement: [ time: 2014:01:14:13:04:33, altitude: 278671.04086501355, pressure: 75.52943303701709, temperature: 18.57494517107473 ]
Measurement: [ time: 2014:01:14:13:04:33, altitude: 289835.36290482525, pressure: 76.08575138823514, temperature: 19.163569105821384 ]
Measurement: [ time: 2014:01:14:13:04:33, altitude: 292617.2881055012, pressure: 76.6420697394532, temperature: 20.773626112491584 ]
Measurement: [ time: 2014:01:14:13:04:33, altitude: 296911.596831952, pressure: 76.66965175951668, temperature: 22.74609990216804 ]
Measurement: [ time: 2014:01:14:13:04:34, altitude: 297492.2811727408, pressure: 76.76768396890022, temperature: 23.16717971482052 ]
Measurement: [ time: 2014:01:14:13:04:34, altitude: 305201.79684806947, pressure: 76.98629605780272, temperature: 24.06421805527156 ]
Measurement: [ time: 2014:01:14:13:04:34, altitude: 311485.5727571834, pressure: 77.52150237098077, temperature: 26.55524689408198 ]
Measurement: [ time: 2014:01:14:13:04:34, altitude: 317503.94450623426, pressure: 77.64513053446164, temperature: 26.938054509573135 ]
Measurement: [ time: 2014:01:14:13:04:35, altitude: 318172.6450779921, pressure: 77.66271134236335, temperature: 28.02893609870697 ]
Measurement: [ time: 2014:01:14:13:04:35, altitude: 320260.29708386416, pressure: 77.71095196426047, temperature: 33.15010691643593 ]
Measurement: [ time: 2014:01:14:13:04:35, altitude: 321478.2437928657, pressure: 78.49933883896098, temperature: 34.17823637273106 ]
Measurement: [ time: 2014:01:14:13:04:35, altitude: 322678.0969107396, pressure: 79.13013907942302, temperature: 39.05627574367723 ]
